9781838880415;01.11.2019;Bookouture;The Empty Nest: An unputdownably gripping psychological thriller;English;357;3.71;"â€˜Sometimes we canâ€™t see whatâ€™s right in front of us, Kat. Everyone has secrets, even the people we love, the people we live withâ€¦â€™Kat remembers the days when her only daughter Amy wouldn't leave her side. Amy was the baby who cried when you walked out of the room, the toddler who was too shy to speak to strangers, the small child who clung to Kat's legs in the school playground.""""But now Amy is grown up, and Amy is gone â€“ to university in a town several hours away. Kat's house â€“ which once felt too full, too noisy, too busy â€“ is deathly quiet, and Kat awaits the daily phone call to tell her that her beloved daughter is thriving and happy. """"Until the day Amy doesnâ€™t call, sending Kat into a panic. Her husband and friends say sheâ€™s being paranoid â€“ surely Amy is just out, having fun? But Kat feels sure something is very wrong â€“ she knows her daughter, and she would never just disappear. """"As the hours turn into days, her fears are confirmed: Amy is missing. But there are secrets about her daughter that Kat doesn't know about yet. And the truth about Amy's whereabouts may be closer to home than Kat could ever imagine...""""A gripping and suspenseful psychological thriller with more twists and turns than a rollercoaster and an ending that will blow readersâ€™ minds. Fans of The Wife Between Us, The Girl Before and Gone Girl will be gripped by this unputdownable story about a motherâ€™s obsessive love for her child.""""Readers are loving The Empty Nest:â€˜OMGâ€¦ I couldnâ€™t believe the ending and what truly happened to Katâ€™s daughter. There were so many twists and turns in this book but the ending blew my mind.â€™ Goodreads Reviewer â­â­â­â­â­Â â€˜Wow I never saw that ending!... A huge rollercoaster of events that will keep you enthralled right to the end!... Great read.â€™ Goodreads Reviewer â­â­â­â­â­Â â€˜A full on, straight into it thriller, with a banging twist and a satisfying end! A quickfire ever changing story of who has done what and whyâ€¦ It had me foxed and I got it completely wrongâ€¦ So well written, full of drama and just a perfect read. 10/10.â€™ Goodreads Reviewer â­â­â­â­â­""""â€˜What an amazing book. I couldn't put it down. Had my attention from start to finishâ€¦ Just when I thought I had it figured out I was proven wrong.â€™ Goodreads Reviewer â­â­â­â­â­Â â€˜A compulsively readable mystery that kept me fully engrossed and turning pages long into the night. This is a twisty thriller that kept me guessing right up until the final pageâ€¦ Brilliantly executedâ€¦ Thoroughly addictive.â€™ Goodreads Reviewer â­â­â­â­â­Â â€˜I was so gobsmackedâ€¦ The Empty Nest is a story steeped in secrets and lies. The suspense and tension surrounding Amyâ€™s disappearance builds up wonderfully and had me totally hooked, tearing through the pages to see just what had happened to her.â€™ By the Letter Book Reviews â­â­â­â­â­""""â€˜An addictive, suspenseful thriller that kept me on the edge of my seat from start to finishâ€¦ This story is filled with lies, betrayal, and shocking secrets. The author does a wonderful job building the tension and the ending was clever and satisfying. I highly recommend this twisty thriller.â€™ Goodreads Reviewer â­â­â­â­â­""""â€˜This book was fast paced. Hard to put down. It flowed well and it was very well written. It caught hold of me and had me hooked from the start. I was literally on the edge of my seat reading this book.â€™ Goodreads Reviewer â­â­â­â­""""â€˜Sue Watson is an amazing storytellerâ€¦ She perfectly wove together a web of lies, paranoia, deceit, and friendship that created a rollercoaster of a ride from start to finish. This really is such a compulsive read, building the tension and a brilliant endingâ€¦ A real unputdownable book.â€™ Goodreads Reviewer â­â­â­â­â­""""â€˜Keeps the reader guessing as to what happened.... Each time you think you know where the story is going, something changesâ€¦ Very difficult to put down.â€™ NetGalley Reviewer â­â­â­â­â­""""â€˜A brilliant addictive psychological thriller, full of twists and turnsâ€¦ It kept me on the edge of my seat throughoutâ€¦ Compulsive reading.â€™ NetGalley Reviewer â­â­â­â­â­""";4.7;7.0;Sue Watson
9781632913821;07.09.2015;Morgan Rice;A Forge of Valor (Kings and Sorcerers--Book 4);English;250;18.72;"â€œAn action packed fantasy sure to please fans of Morgan Riceâ€™s previous novels, along with fans of works such as The Inheritance Cycle by Christopher Paoliniâ€¦. Fans of Young Adult Fiction will devour this latest work by Rice and beg for more.â€--The Wanderer, A Literary Journal (regarding Rise of the Dragons)Â  The #1 Bestselling series, with over 400 five star reviews!Â  A FORGE OF VALOR is book #4 in Morgan Riceâ€™s bestselling epic fantasy series KINGS AND SORCERERS (which begins with RISE OF THE DRAGONS, a free download)!Â  In A FORGE OF VALOR, Kyra slowly returns from the verge of death, healed by Kyleâ€™s love and mysterious power. As he sacrifices for her, she regains her strengthâ€”yet not without a price. She presses Alva for the secret of her lineage, and he finally reveals all about her mother. Given a chance to quest to the source of her power, Kyra must make a crucial choice: whether to complete her training or journey to help her father, who wallows in the capital dungeon, his execution pending.Â  Aidan, Motley at his side, also strives to rescue his father, trapped in the perilous capital, while in the far corner of the kingdom, Merk, amazed by what he discovers in the Tower of Ur, braces himself against a massive troll invasion. His Tower surrounded, he must fight alongside his fellow Watchers, to defend his nationâ€™s most precious relic.Â  Dierdre finds herself facing a full-fledged Pandesian invasion in her embattled city of Ur. As her precious city is destroyed all around her, she has to decide whether to escape or to make a final, heroic stand. Alec, meanwhile, finds himself at sea with his cryptic newfound friend, sailing to a land heâ€™s never been, one even more mysterious than his companion. It is here that, finally, he learns of his destinyâ€”and of the last hope for Escalon.Â  With its strong atmosphere and complex characters, A FORGE OF VALOR is a sweeping saga of knights and warriors, of kings and lords, of honor and valor, of magic, destiny, monsters and dragons. It is a story of love and broken hearts, of deception, ambition and betrayal. It is fantasy at its finest, inviting us into a world that will live with us forever, one that will appeal to all ages and genders.Â  Book #5 in KINGS AND SORCERERS will be published soon.Â  Â â€œIf you thought that there was no reason left for living after the end of the Sorcererâ€™s Ring series, you were wrong. Morgan Rice has come up with what promises to be another brilliant series, immersing us in a fantasy of trolls and dragons, of valor, honor, courage, magic and faith in your destiny. Morgan has managed again to produce a strong set of characters that make us cheer for them on every page.â€¦Recommended for the permanent library of all readers that love a well-written fantasy.â€""""--Books and Movie Reviews, Roberto Mattos (regarding Rise of the Dragons)""";4.5;522.0;Morgan Rice
9781451621716;24.08.2010;Simon and Schuster;How To Win Friends and Influence People;English;320;51.15;"You can go after the job you wantâ€”and get it! You can take the job you haveâ€”and improve it!"""" You can take any situationâ€”and make it work for you!""""Dale Carnegieâ€™s rock-solid, time-tested advice has carried countless people up the ladder of success in their business and personal lives. One of the most groundbreaking and timeless bestsellers of all time, How to Win Friends & Influence People will teach you:"""" -Six ways to make people like you"""" -Twelve ways to win people to your way of thinking"""" -Nine ways to change people without arousing resentment"""" And much more! Achieve your maximum potentialâ€”a must-read for the twenty-first century with more than 15 million copies sold!""";4.3;6.615;Dale Carnegie
9781524763404;15.10.2019;Clarkson Potter;Martha Stewart's Cookie Perfection: 100+ Recipes to Take Your Sweet Treats to the Next Level: A Baking Book;English;256;66.87;"Showstopper cookies for a new generation: from Martha Stewart, an authoritative and creative collection to take your cookies to the next level in flavor, technique, and decorative appealThe editors of Martha Stewart Living present a new, fun source for anyone looking to make their go-to cookies even better and bolder. These recipes make ordinary cookies absolutely extraordinary--all the familiar favorites you love, but taken up a notch in variety, flavor, and creativity. Classic recipes discover new life with unexpected twists such as Brown-Butter Crinkle Cookies and Carrot Cake Thumbprint Cookies. Go over-the-top in super-sized fashion with Chocolate-Chocolate Chip Skillet Cookies get inspired by cultures around the globe with Brazilian Wedding Cookies and Stroopwafels and celebrate with beautifully decorated holiday treats, such as Easter Egg Puzzle Cookies and Snowball Truffles. Whether for a special celebration or a sweet anytime-treat, you'll be sure to find inspiration to trade in your everyday cookies for versions far more specialâ€”and especially delicious.""";0.0;0.0;Editors of Martha Stewart Living
9781476759685;26.08.2013;Simon and Schuster;The Raven;English;32;0.0;Edgar Allan Poeâ€™s celebrated narrative poem now available as an ebook, including an extended excerpt from Mrs. Poe by Lynn Cullen, a vivid and compelling novel about a poet who becomes entangled in an affair with Edgar Allan Poeâ€”at the same time that she becomes the unwilling confidante of his much-younger wife.;3.9;32.771;Edgar Allan Poe
9781496708489;01.07.2017;Kensington Books;Death of a Bachelorette;English;304;29.9;"Freelance writer Jaine Austen thought working for a knock-off reality show in the tropics would be paradise. But when she and her kitty Prozac find themselves trapped between a dimwitted leading man, catty contestants, and a cold-blooded murderer, the splashy gig becomes one deadly nightmare . . .Jaineâ€™s life has been a royal pain since she started penning dialogue for Some Day My Prince Will Comeâ€”a cheesy dating show that features bachelorettes competing for the heart of Spencer Dalworth VII, a very distant heir to the British throne. But when one of the finalists dies in a freak accident, itâ€™s clear someone wanted the woman out of the race for goodâ€”and the police wonâ€™t allow a soul off the island until they seize the culprit. Terrified of existing another day without air conditioning and eager to return home, Jaine is throwing herself into the investigation. And she better pounce on clues quicklyâ€”or there wonâ€™t be any survivors left . . .""";4.0;7.0;Laura Levine
9780062336583;18.02.2014;Harper Collins;Little Girl Lost: A Lucy Black Thriller;English;336;35.44;This New York Times bestseller is perfect for fans of Tana French and Dennis Lehane.Midwinter. A child is found wandering through the snowy woods, her hands covered in someone else's blood. And she cannotâ€”or will notâ€”speak, not even to share her name.Who is this little girl lost? The only adult she seems to trust is the young officer who found her, Detective Lucy Black. Before long, Lucy manages to connect her case to that of a missing teenager, the kidnapped daughter of a local real estate tycoon. As the investigation twists and turns, Lucy is forced to question not only a range of dangerous suspects, but also everything she thought she knew about her own past.;4.0;1.251;Brian McGilloway
9781416595847;30.06.2008;Simon and Schuster;Competitive Advantage: Creating and Sustaining Superior Performance;English;592;78.72;"Now beyond its eleventh printing and translated into twelve languages, Michael Porterâ€™s The Competitive Advantage of Nations has changed completely our conception of how prosperity is created and sustained in the modern global economy. Porterâ€™s groundbreaking study of international competitiveness has shaped national policy in countries around the world. It has also transformed thinking and action in states, cities, companies, and even entire regions such as Central America.Based on research in ten leading trading nations, The Competitive Advantage of Nations offers the first theory of competitiveness based on the causes of the productivity with which companies compete. Porter shows how traditional comparative advantages such as natural resources and pools of labor have been superseded as sources of prosperity, and how broad macroeconomic accounts of competitiveness are insufficient. The book introduces Porterâ€™s â€œdiamond,â€ a whole new way to understand the competitive position of a nation (or other locations) in global competition that is now an integral part of international business thinking. Porter's concept of â€œclusters,â€ or groups of interconnected firms, suppliers, related industries, and institutions that arise in particular locations, has become a new way for companies and governments to think about economies, assess the competitive advantage of locations, and set public policy.""""Even before publication of the book, Porterâ€™s theory had guided national reassessments in New Zealand and elsewhere. His ideas and personal involvement have shaped strategy in countries as diverse as the Netherlands, Portugal, Taiwan, Costa Rica, and India, and regions such as Massachusetts, California, and the Basque country. Hundreds of cluster initiatives have flourished throughout the world. In an era of intensifying global competition, this pathbreaking book on the new wealth of nations has become the standard by which all future work must be measured.""";5.0;6.0;Michael E. Porter
9780814434222;11.06.2014;AMACOM;Marketing (The Brian Tracy Success Library);English;112;29.4;Too often, businesses create a product or service and then focus their marketing efforts on trying to convince customers that they need it. But the key to successful marketing--and a successful business for that matter--is already knowing that what you are offering is what the public has been searching for! In Marketing, renowned business expert Brian Tracy has provided 21 powerful and proven ideas any business can use immediately to improve their strategic marketing results. Youâ€™ll discover how to:â€¢ Build your customer base â€¢ Set yourself apart from the competition â€¢ Use market research and focus groups to fuel better decisions â€¢ Fulfill a basic emotional need for buyers â€¢ Determine the correct price point for your offerings â€¢ Make the most of your distribution channels â€¢ Give customers a reason to switch from your competitors â€¢ And much more!Complete with time-tested marketing strategies, as well as Tracyâ€™s trademark wisdom, this practical pocket guide shows you how to overcome the competition, increase sales and profitability, and dominate your market niche.;0.0;0.0;Brian Tracy
9781429960373;16.02.2010;Tor Books;The Fires of Heaven: Book Five of 'The Wheel of Time';English;704;33.42;"The Wheel of Time Â® is a PBS Great American Read Selection! Now in development for TV! Since its debut in 1990, The Wheel of TimeÂ® by Robert Jordan has captivated millions of readers around the globe with its scope, originality, and compelling characters.The Wheel of Time turns and Ages come and go, leaving memories that become legend. Legend fades to myth, and even myth is long forgotten when the Age that gave it birth returns again. In the Third Age, an Age of Prophecy, the World and Time themselves hang in the balance. What was, what will be, and what is, may yet fall under the Shadow.Into the forbidden city of Rhuidean, where Rand al'Thor, now the Dragon Reborn, must conceal his present endeavor from all about him, even Egwene and Moiraine.Into the Amyrlin's study in the White Tower, where the Amyrlin, Elaida do Avriny a'Roihan, is weaving new plans.Into the luxurious hidden chamber where the Forsaken Rahvin is meeting with three of his fellows to ensure their ultimate victory over the Dragon.Into the Queen's court in Caemlyn, where Morgase is curiously in thrall to the handsome Lord Gaebril.For once the dragon walks the land, the fires of heaven fall where they will, until all men's lives are ablaze.And in Shayol Ghul, the Dark One stirs...TV series update: ""Sony will produce along with Red Eagle Entertainment and Radar Pictures. Rafe Judkins is attached to write and executive produce. Judkins previously worked on shows such as ABCâ€™s â€œAgents of SHIELD,â€ the Netflix series â€œHemlock Grove,â€ and the NBC series â€œChuck.â€ Red Eagle partners Rick Selvage and Larry Mondragon will executive produce along with Radarâ€™s Ted Field and Mike Weber. Darren Lemke will also executive produce, with Jordanâ€™s widow Harriet McDougal serving as consulting producer."" â€”VarietyThe Wheel of TimeÂ®New Spring: The Novel""""#1 The Eye of the World""""#2 The Great Hunt""""#3 The Dragon Reborn""""#4 The Shadow Rising""""#5 The Fires of Heaven""""#6 Lord of Chaos""""#7 A Crown of Swords""""#8 The Path of Daggers""""#9 Winter's Heart""""#10 Crossroads of Twilight""""#11 Knife of DreamsBy Robert Jordan and Brandon Sanderson""""#12 The Gathering Storm""""#13 Towers of Midnight""""#14 A Memory of LightBy Robert Jordan and Teresa Patterson""""The World of Robert Jordan's The Wheel of TimeBy Robert Jordan, Harriet McDougal, Alan Romanczuk, and Maria Simons""""The Wheel of Time CompanionBy Robert Jordan and Amy Romanczuk""""Patterns of the Wheel: Coloring Art Based on Robert Jordan's The Wheel of TimeAt the Publisher's request, this title is being sold without Digital Rights Management Software (DRM) applied.""";4.6;580.0;Robert Jordan
